Name,Description,Weight (kg),Regular price,Sale price,Categories,Size,Color,Brand
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.25,40.485,28.3395,Sweatshirts/Fleece,XS,Terrain Grey,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.33,40.485,28.3395,Sweatshirts/Fleece,S,Deep Black,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.33,40.485,28.3395,Sweatshirts/Fleece,S,Granite Grey Heather,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.33,40.485,28.3395,Sweatshirts/Fleece,S,Night Sky Navy,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.33,40.485,28.3395,Sweatshirts/Fleece,S,Terrain Grey,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.46,40.485,28.3395,Sweatshirts/Fleece,M,Deep Black,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.46,40.485,28.3395,Sweatshirts/Fleece,M,Granite Grey Heather,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.46,40.485,28.3395,Sweatshirts/Fleece,M,Night Sky Navy,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.46,40.485,28.3395,Sweatshirts/Fleece,M,Terrain Grey,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.5,40.485,28.3395,Sweatshirts/Fleece,L,Deep Black,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.5,40.485,28.3395,Sweatshirts/Fleece,L,Granite Grey Heather,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.5,40.485,28.3395,Sweatshirts/Fleece,L,Night Sky Navy,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.5,40.485,28.3395,Sweatshirts/Fleece,L,Terrain Grey,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.63,40.485,28.3395,Sweatshirts/Fleece,XL,Deep Black,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.63,40.485,28.3395,Sweatshirts/Fleece,XL,Granite Grey Heather,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.63,40.485,28.3395,Sweatshirts/Fleece,XL,Night Sky Navy,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.63,40.485,28.3395,Sweatshirts/Fleece,XL,Terrain Grey,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.71,41.985,29.3895,Sweatshirts/Fleece,2XL,Deep Black,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.71,41.985,29.3895,Sweatshirts/Fleece,2XL,Granite Grey Heather,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.71,41.985,29.3895,Sweatshirts/Fleece,2XL,Night Sky Navy,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.71,41.985,29.3895,Sweatshirts/Fleece,2XL,Terrain Grey,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.53,44.985,31.4895,Sweatshirts/Fleece,3XL,Deep Black,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.53,44.985,31.4895,Sweatshirts/Fleece,3XL,Granite Grey Heather,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.53,44.985,31.4895,Sweatshirts/Fleece,3XL,Night Sky Navy,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.53,44.985,31.4895,Sweatshirts/Fleece,3XL,Terrain Grey,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.63,46.485,32.5395,Sweatshirts/Fleece,4XL,Deep Black,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.63,46.485,32.5395,Sweatshirts/Fleece,4XL,Granite Grey Heather,AllMade
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.63,46.485,32.5395,Sweatshirts/Fleece,4XL,Night Sky Navy,AllMade
